"Name","Geodaten"
"Calcida ( = Qinnasrin)","POINT(37.154633 36.196079)"
"Berya ( = Haleb)","POINT(37.159279 36.215549)"
"Antiochi(a)e ( = ~ Azizabat)","POINT(28.569586 37.878899)"
"Miletvm ( = Balat)","POINT(27.276728 37.512924)"
"Chidvm ( = ~ Re_adiye)","POINT(27.371637 36.69017)"
"Patras ( = Gelemi_ ~ Kalkan)","POINT(29.320679 36.276707)"
"Phaselis ( = ~ Kemer)","POINT(30.54771 36.592381)"
"Atalia ( = Antalya)","POINT(30.705629 36.88414)"
"Trapezvnte ( = Trabzon)","POINT(39.733334 41)"
"Cissa ( = Hopa)","POINT(41.437019 41.386719)"
"Apsaro ( = Gonio)","POINT(41.573315 41.573698)"
"Portvaltv ( = Batumi)","POINT(41.656189 41.651741)"
"Bylae ( = Zigana geçidi)","POINT(39.377777 40.623055)"
"Satala ( = Sadak ~ Çiftlik)","POINT(39.596069 40.026733)"
"Thvni ( = Tunis)","POINT(10.165272 36.81588)"
"Paphos ( = Paphos)","POINT(32.416668 34.766666)"
"Soloae ( = ~ Karavostasi)","POINT(32.832424 35.137569)"
"Cerinia ( = Kyrenia)","POINT(33.317749 35.335049)"
"Salamina ( = ~ Famagusta)","POINT(33.941551 35.107849)"
"Thremitvs ( = ~ Tremetousiá, ¤Áµ¼µÄ¿ÅÃ¹¬)","POINT(33.61058 35.086353)"
"Adaqvas ( = Korbous ?)","POINT(10.583333 36.799999)"
"Palephato ( = ~ Kouklia, Palaipaphos)","POINT(32.584461 34.703503)"
"Cvrio ( = ~ Episkopi, Kourion)","POINT(32.879745 34.668255)"
"Amathvs ( = Amathus, Amathous, ‘¼±¸¿ÍÂ)","POINT(33.130333 34.712353)"
"Hierapoli ( = Manbij)","POINT(37.950001 36.533333)"
"Occaraba ( = Uqayribat)","POINT(37.475109 35.03566)"
"Nigro ( = ? Supsa)","POINT(41.802559 42.044449)"
"Phasin ( = ~ Poti)","POINT(41.667751 42.150879)"
"Sebastoplis ( = Sokhumi)","POINT(40.989151 43.00732)"
"Caspiae ( = Kaspi)","POINT(44.411911 41.927551)"
"Artaxata ( = Artashat, 1€awa)","POINT(44.550556 39.953888)"
"Sanora ( = Ordubad)","POINT(46.027779 38.908054)"
"Teleda ( = Sabirabad)","POINT(48.478889 40.012779)"
"Sinara ( = A_kale)","POINT(40.69236 39.92025)"
"Calcidava ( = Il1ca)","POINT(41.108353 39.945347)"
"Avtisparate ( = Erzurum)","POINT(41.267883 39.90432)"
"Datamissa ( = Pasinler)","POINT(41.676617 39.980053)"
"Adconflventes ( = Köprüköy)","POINT(41.888336 39.969982)"
"Andaga ( = Adilcevaz)","POINT(42.298519 39.94437)"
"Chadas ( = ?)","POINT(42.699986 39.822746)"
"Colchion ( = ~ Ar1)","POINT(43.056667 39.721668)"
"Ravgonia ( = Bagauna)","POINT(43.519714 39.603878)"
"Coloceia ( = ?)","POINT(44.207829 39.961361)"
"Paracata ( = ?)","POINT(44.257896 39.937645)"
"Clipeis ( = Kélibia)","POINT(11.09016 36.849651)"
"Choba Mvnicipivm ( = Ziama)","POINT(5.482233 36.672298)"
"Isvmbo ( = ? Patnos)","POINT(42.866669 39.233334)"
"Misva ( = ~ Sidi Da'ud)","POINT(10.91 37.02)"
"Nicea Nialia ( = Sanandaj | Ashgabat)","POINT(46.994331 35.31871)"
"Ecbatanis Partiorvm ( = Hamadan)","POINT(48.516247 34.806499)"
"Draconis ( = ~ Refahiye?)","POINT(38.768314 39.901649)"
"Arsinia ( = Ergani)","POINT(39.766666 38.266666)"
" ( = Diyarbak1r, Amida)","POINT(40.230629 37.91441)"
"Ad Horrea ( = Hergla, Horrea Caelia)","POINT(10.5 36.033333)"
"Samosata ( = Samsat)","POINT(38.482365 37.579288)"
"Lepteminvs ( = Lamta)","POINT(10.876193 35.66938)"
"Dolica ( = Dülük)","POINT(37.360016 37.1553)"
"Thvrae ( = ? Kilis)","POINT(37.12122 36.718399)"
"Zevgma ( = Belk1s ~ Birecik)","POINT(37.876438 37.046951)"
"Triganocarten ( = Silvan)","POINT(41.001389 38.142223)"
"Ceciliana ( = Qalt Najm)","POINT(38.076557 36.655949)"
" ( = Carabulus ~ Karkam1_, Europos)","POINT(38.011986 36.817673)"
"Harae ( = Arak)","POINT(38.599403 34.639847)"
"Risapa ( = al-Resafa)","POINT(38.757099 35.62936)"
"Regia ( = ?)","POINT(37.278107 36.696323)"
"Barbalisso ( = Tell Meskene ~ Emar)","POINT(38.1423 36.017239)"
"Batnis ( = Sürüç)","POINT(38.424515 36.974651)"
"Charris ( = Harran)","POINT(39.024441 36.864376)"
"Tapsvm ( = Rass Dimasse)","POINT(11.050833 35.625278)"
"Ressaina ( = Rs el Aïn)","POINT(40.063274 36.850094)"
"Macharta ( = K1z1ltepe)","POINT(40.586109 37.19389)"
"Nisibi ( = Nusaybin)","POINT(41.21452 37.075687)"
"Singara ( = Shingal)","POINT(41.869469 36.314018)"
"Vsilla Mvn̅ ( = ~ Amra)","POINT(10.898056 34.983334)"
"Edessa ( = ^anl1urfa)","POINT(38.799999 37.150002)"
"Aholla ( = ~ La Laouata)","POINT(11.001898 35.052216)"
"Tharrana ( = Harran)","POINT(39.024441 36.864376)"
"Charra ( = Harran)","POINT(39.024441 36.864376)"
"Ad Fl. tigrem ( = Cizre)","POINT(42.195831 37.325001)"
"Hatris ( = Al Hadr)","POINT(42.717499 35.58556)"
"Taparvra ( = Sfax)","POINT(10.7613 34.745159)"
"Thenae ( = Thyna)","POINT(10.688611 34.720554)"
"Adfl. Tigrim ( = ?)","POINT(42.195831 37.325001)"
"Thelser ( = Kirkuk?)","POINT(44.395206 35.468079)"
"Albania ( = ? Qasr e-Shirin)","POINT(45.583332 34.516666)"
"Peloriarca ( = Tekrït?)","POINT(43.77737 34.606087)"
"Cesiphvn ( = ~ Bagdad)","POINT(44.3922 33.315701)"
"Igilgili Col. ( = Djidjelli)","POINT(5.76666 36.821617)"
"Selevcia ( = ~ Bagdad)","POINT(44.551979 33.09914)"
"Babylonia ( = Babylon)","POINT(44.424149 32.522907)"
"Spasinvcarax ( = ~ Abadan)","POINT(48.303169 30.332411)"
"Hecantopolis ( = Shahr-e Qumis)","POINT(54.037498 35.961666)"
"Evropos ( = ? Shahr-e-Rey)","POINT(51.44289 35.57959)"
"Fvlgvrita ( = ? Az Zarat)","POINT(10.350101 33.666328)"
"Martae ( = Marith)","POINT(10.28829 33.619881)"
"Aris ( = Zaranj)","POINT(61.886539 31.11241)"
"Aspacora ( = ~ Kabul?)","POINT(69.168549 34.530319)"
"Magaris ( = ?)","POINT(85.99472 20.37846)"
"Elymaine ( = ? Ahmadabad)","POINT(72.566002 23.039568)"
"Alexandria Bvcefalos ( = Jhelum)","POINT(73.720718 32.93354)"
"Bestia Deselvtia ( = Bestia Desolata)","POINT(63.870857 31.600185)"
"Templvm veneris ( = Djorf)","POINT(10.731524 33.695953)"
"Gigti ( = Boughrara)","POINT(10.822573 33.610748)"
"Osa col. ( = Tarabulus)","POINT(13.187507 32.876175)"
"Chvllv ( = Collo)","POINT(6.55432 37.001385)"
"Leptimagna col. ( = Lebda ~ Al Khoms)","POINT(14.289408 32.636814)"
"Rvsicade Colonia ( = Skikda)","POINT(6.9 36.866669)"
"Bernicide ( = Banghazi)","POINT(20.066668 32.116669)"
"Hadrianopolis ( = Daryanah)","POINT(20.308889 32.347221)"
"Tavchira col. ( = Toqra)","POINT(20.568352 32.540779)"
"Balacris ( = Al Bayd)","POINT(21.741667 32.766388)"
"Cyrenis col. ( = Qurena ~ Shahhat)","POINT(21.856928 32.81805)"
"Appollonia ( = Susah)","POINT(21.9725 32.896301)"
"Agabis ( = Al Qayqab)","POINT(22.244854 32.768311)"
"Palivris ( = Al Tamimi)","POINT(23.06167 32.333199)"
"Gasavpala ( = Ksar Sbahi)","POINT(7.259903 36.082691)"
"Meciris ( = al-Murassas)","POINT(23.483906 32.13995)"
"Vasampvs ( = ? Morsott)","POINT(8.007222 35.668331)"
"Cyropolis ( = Rasht)","POINT(49.583332 37.283333)"
"Catabathmo ( = Salûm)","POINT(25.154543 31.574484)"
"Nesvs ( = Sidi Barani)","POINT(25.925556 31.610832)"
"Tacatva ( = ~ Chetaibi)","POINT(7.370564 37.060299)"
"Pretonio ( = Mersa Matruh)","POINT(27.23694 31.35025)"
"Patrico ( = ? El-Daba)","POINT(28.43569 31.027081)"
"Ermvpoli ( = Damanhur)","POINT(30.469999 31.0406)"
"Hyppone Regio ( = Annaba)","POINT(7.755543 36.902859)"
"Memphis ( = Menf ~ El Gïzeh)","POINT(31.250917 29.844667)"
"Herasicamina ( = Muharraqah)","POINT(32.7369 23.049055)"
"Spelci ( = Ad Dakkah)","POINT(32.719059 23.191542)"
"Ombos ( = ~ Kôm Ombo)","POINT(32.948299 24.478001)"
"Hormvcopto ( = Qift)","POINT(32.800873 25.994017)"
"Pernicide portvm ( = Port Berenice)","POINT(35.484169 23.94556)"
"Tyconpoli ( = Asykt)","POINT(31.185049 27.183781)"
"Ascalone ( = Ashqelon, ÐéçÜÕß )","POINT(34.564999 31.676201)"
"Betogabri ( = Beit Guvrin, ÑÙê ÒÕÑèÙß)","POINT(34.898296 31.613096)"
"Ceperaria ( = ~ Zekharya, ÖÛèÙÔ)","POINT(34.945 31.709723)"
"Helyacapitolina ( = Jerusalem, ÙèÕéÜÙÝ, Herusalem)","POINT(35.200699 31.7857)"
"Lamnia ( = Yavne, ÙÑàÔ)","POINT(34.738052 31.87833)"
"Cirta Colonia ( = Constantine, Qusantina)","POINT(6.6 36.349998)"
"Ioppe ( = Jaffa, ÙäÕ)","POINT(34.75201 32.054371)"
"Cesaria ( = Caesarea Maritima, Caesarea Palaestinae)","POINT(34.899723 32.5)"
"Lvddis ( = Lod, ÜÕÓ)","POINT(34.893509 31.954)"
"Neapoli ( = Nablus)","POINT(35.259575 32.222336)"
"Amavante ( = ~ Latrun, ÜØèÕß, Emmaus)","POINT(34.98909 31.839418)"
"Clisma ( = Suez)","POINT(32.524502 29.9834)"
"Aqvis Thibilitanis ( = Hammam Meskoutine)","POINT(7.27 36.459999)"
"Haila ( = Al `Aqabah)","POINT(35.004444 29.556437)"
"Oboda ( = Avdat, âÑÓê)","POINT(34.773441 30.794456)"
"Elvsa ( = ~ Revivim)","POINT(34.721111 31.043333)"
"Herichonte ( = Ariha, Jericho)","POINT(35.460163 31.856731)"
"Scytopoli ( = Beit She'an, ÑÙê éÐß)","POINT(35.505901 32.5042)"
"Thora ( = ~ Nahsholim, à×éÕÜÙÝ)","POINT(34.921398 32.600307)"
"Caporcotani ( = ~Meggido, Legio, Othnai)","POINT(35.170277 32.572224)"
"P̅sdio ( = Praesidio)","POINT(35.243023 29.675468)"
"Zadagatta ( = Sadaqa)","POINT(35.47282 30.154911)"
"Philadelfia ( = Amman, Philadelpheia)","POINT(35.932911 31.949381)"
"Gadda ( = ? Az-Zarqa)","POINT(36.081722 32.026672)"
"Bostris ( = Bosra)","POINT(36.483334 32.516666)"
"Adraha ( = Dar'a)","POINT(36.105221 32.6245)"
"Capitoliade ( = Beit Ras)","POINT(35.854759 32.597519)"
"Cadara ( = Umm Qais)","POINT(35.683334 32.650002)"
"Chanata ( = el-Qanawat)","POINT(36.617298 32.756962)"
"Aenos ( = ? Buraq)","POINT(36.482414 33.185699)"
"Damaspo ( = Dimashq, Damascus)","POINT(36.292 33.513)"
"Ptolomaide ( = Akkô, âÛÕ)","POINT(35.1003 32.920601)"
"Tyro ( = Sour)","POINT(35.20945 33.272514)"
"Sydone ( = Saida)","POINT(35.368729 33.562611)"
"Cesarea Paneas ( = Banyas, Caesarea Philippi)","POINT(35.693844 33.247158)"
"Berizto ( = Beirut)","POINT(35.49548 33.88863)"
"Eliopoli ( = Ba'labakk)","POINT(36.220463 34.004822)"
"Abila ( = Wadi Barada)","POINT(36.103474 33.620319)"
"Biblo ( = Jubayl)","POINT(35.663712 34.120392)"
"Botrvs ( = Batroun)","POINT(35.664291 34.249832)"
"Tripoli ( = Tarbulus)","POINT(35.841309 34.445679)"
"Tvniza ( = El Kala)","POINT(8.174524 36.72419)"
"Ortosias ( = Orthosia)","POINT(35.951103 34.510681)"
"Cabraca ( = Tabarka)","POINT(8.750955 36.95742)"
"Nemesa ( = Homs)","POINT(36.707394 34.708412)"
"Epifania ( = Hama)","POINT(36.752449 35.13781)"
"Larissa ( = Shaizar)","POINT(36.55756 35.267818)"
"Casama ( = an-Nabk)","POINT(36.734612 34.025421)"
"Cehere ( = Qara)","POINT(36.762699 34.182362)"
"Nezala ( = Al Qaryatayn)","POINT(37.24374 34.23159)"
"Palmyra ( = Tadmur)","POINT(38.278671 34.547951)"
"Gabala ( = Jablah)","POINT(35.921391 35.359722)"
"Ipponte diarito ( = Bizerta)","POINT(9.873071 37.27626)"
"Lavdiciae ( = Al Lathqiyah)","POINT(35.7924 35.52145)"
"Adorontem ( = ~ Samanda)","POINT(35.999321 36.08239)"
"Selevcia ( = Samanda)","POINT(35.999321 36.08239)"
"Tvnisa ( = ? Ras-al-Jabal)","POINT(10.122717 37.212799)"
"Roribis ( = Rochester, Durobrivae)","POINT(0.503554 51.389511)"
"Lvgdvno ( = Katwijk aan Zee, Lugdunum Batavorum)","POINT(4.389181 52.21048)"
"Pretoriv̅ Agrippine ( = Valkenburg, Praetorium Agrippinae)","POINT(4.433091 52.180328)"
"Matilone ( = Leiden-Roomburg, Matilo)","POINT(4.518428 52.150265)"
"Albanianis ( = Alphen aan den Rijn)","POINT(4.660703 52.129292)"
"Nigropvllo ( = Zwammerdam, Nigrum Pullum)","POINT(4.715951 52.105114)"
"Lavriv̅ ( = Woerden, Laurium)","POINT(4.883333 52.085835)"
"Fletione ( = Vechten, Fectio, Bunnik, Houten)","POINT(5.163474 52.059578)"
"Levefano ( = Rijswijk, Wijk bij Duurstede)","POINT(5.345349 51.966286)"
"Carvone ( = Kesteren, Carvo)","POINT(5.57203 51.93412)"
"Castra Hercvlis ( = Arnhem Meinerswijk)","POINT(5.877201 51.971973)"
"Noviomagi ( = Nijmegen, Ulpia Noviomagus Batavorum)","POINT(5.884466 51.839436)"
"Foro Adriani ( = Voorburg, Forum Hadriani, Den Haag)","POINT(4.348133 52.058857)"
"Flenio ( = Vlaardingen)","POINT(4.336366 51.907951)"
"Tablis ( = Oud-Alblas)","POINT(4.704522 51.858894)"
"Caspingio ( = Asperen)","POINT(5.106667 51.88139)"
"Grinnibvs ( = Rossum, Grinnes)","POINT(5.333333 51.799999)"
"Ad dvodecimvm ( = ? Wamel)","POINT(5.457682 51.877544)"
"Arenatio ( = Rindern)","POINT(6.122623 51.811253)"
"Bvrginatio ( = ~ Kalkar)","POINT(6.292976 51.739758)"
"Colo Traiana ( = Xanten, Colonia Ulpia Traiana)","POINT(6.449822 51.661106)"
"Veteribvs ( = Birten (Fürstenberg) ~ Xanten, Castra Vetera)","POINT(6.468616 51.652054)"
"Ascibvrgio ( = Moers-Asberg)","POINT(6.658982 51.43811)"
"Novesio ( = Neuss, Novaesium)","POINT(6.69529 51.198429)"
"Agripina ( = Köln, Colonia Claudia Ara Agrippinensium)","POINT(6.959911 50.940662)"
"Cevclvm ( = Cuijk)","POINT(5.877145 51.728279)"
"Blariaco ( = Blerick)","POINT(6.148377 51.369007)"
"Catvalivm ( = Heel)","POINT(5.897423 51.177307)"
"Feresne ( = Lanklaar)","POINT(5.7262 51.018799)"
"Atvaca ( = Tongeren, Atuatuca Tungrorum)","POINT(5.459418 50.780499)"
"Gesogiaco qvod nvnc Bononia ( = Boulogne-sur-Mer)","POINT(1.614883 50.725605)"
"Castello Menapiorv̅ ( = Cassel)","POINT(2.487366 50.799377)"
"Virovino ( = Wervik)","POINT(3.04481 50.784081)"
"Tvrnaco ( = Tournai)","POINT(3.392589 50.607235)"
"Pontes caldis ( = Escautpont)","POINT(3.562682 50.42371)"
"Baca Conervio ( = Bavay)","POINT(3.791744 50.297153)"
"Vogo Dorgiaco ( = Givry)","POINT(4.039435 50.377125)"
"Geminico vico ( = Liberchies)","POINT(4.42145 50.515442)"
"Pernaco ( = Braives)","POINT(5.133333 50.616669)"
"cortovallio ( = Heerlen, Coriovallum)","POINT(5.979499 50.888172)"
"Ivliaco ( = Jülich, Iuliacum)","POINT(6.361197 50.921005)"
"Tervanna ( = Thérouanne)","POINT(2.257654 50.637379)"
"Camaraco ( = Cambrai)","POINT(3.234369 50.17535)"
"Avg̅ Viro Mvdvorvm ( = Vermand)","POINT(3.148069 49.879185)"
"Avg̅ Svessorvm ( = Soissons)","POINT(3.327716 49.38232)"
"Tevcera ( = Thièvres)","POINT(2.45462 50.130253)"
"Sammarobriva ( = Amiens)","POINT(2.294244 49.893917)"
"Lintomagi ( = Brimeux)","POINT(1.833767 50.44746)"
"Adlvllia ( = Estruval)","POINT(2.114315 50.375694)"
"Rodivm ( = Roye)","POINT(2.793809 49.698631)"
"Lvra ( = Pontoise-lès-Noyon)","POINT(3.050758 49.551563)"
"Dvrocortoro ( = Reims)","POINT(4.033091 49.256603)"
"Chartagine Colon̅ ( = Tunis, Carthago)","POINT(10.332785 36.862358)"
"Vironvm ( = Vervins)","POINT(3.907424 49.833706)"
"Ninittaci ( = Nizy-le-Comte)","POINT(4.054813 49.567936)"
"Noviomagvs ( = Saint-Loup-en-Champagne)","POINT(4.219704 49.455585)"
"Mose ( = Charleville-Mézières)","POINT(4.72021 49.773609)"
"Medvanto ( = Mande-Saint-Etienne)","POINT(5.638057 50.012943)"
"Monerica ( = Gemünd)","POINT(6.499572 50.57235)"
"Ivliobona ( = Lillebonne)","POINT(0.535495 49.52161)"
"Brevodvro ( = Brionne)","POINT(0.720542 49.195316)"
"Ratvmagvs ( = Rouen)","POINT(1.098492 49.442368)"
"Ritvmagvs ( = ~Radepont)","POINT(1.328309 49.350555)"
"Petrvm viaco ( = Magny-en-Vexin)","POINT(1.786796 49.155369)"
"Casaromago ( = Beauvais)","POINT(2.081069 49.429291)"
"Mediolano avtercorvm ( = Evreux)","POINT(1.151109 49.024529)"
"Condate ( = Condé-sur-Iton)","POINT(0.963002 48.834652)"
"Dvrocassio ( = Dreux)","POINT(1.36119 48.738277)"
"Avtricvm ( = Chartres)","POINT(1.483543 48.44408)"
"Brivisara ( = Pontoise)","POINT(2.09296 49.048813)"
"Lvteci ( = Paris, Lutetia Parisorum)","POINT(2.350987 48.856667)"
"Meteglo ( = Melun, Meluneum)","POINT(2.660293 48.541458)"
"Condate ( = Montereau-Fault-Yonne)","POINT(2.956532 48.38467)"
"Riobe ( = Châteaubleau)","POINT(3.105964 48.587284)"
"Avg̅ Bona ( = Troyes)","POINT(4.074801 48.29747)"
"Ebvrobriga ( = ~ Avrolles)","POINT(3.682888 48.003548)"
"Avg̅ Magvs ( = Senlis)","POINT(2.586235 49.204185)"
"Calagvm ( = Chailly-en-Brie)","POINT(3.124048 48.789436)"
"Bibe ( = Morains)","POINT(3.990837 48.813431)"
"Alavna ( = Valognes)","POINT(-1.470351 49.509155)"
"Crovcia connvm ( = Carentan)","POINT(-1.247796 49.303249)"
"Avgvstodvro ( = Bayeux)","POINT(-0.702124 49.277023)"
"Araegenve ( = Vieux)","POINT(-0.435628 49.105671)"
"NV DIONNVM ( = Sées)","POINT(0.172762 48.606869)"
"Svb dinnvm ( = Le Mans)","POINT(0.198579 48.007717)"
"Casarodvno ( = Tours, Turonum Caesarodunum)","POINT(0.688851 47.390293)"
"Cenabo ( = Orléans)","POINT(1.903976 47.901386)"
"Fines ( = Ingrannes)","POINT(2.209687 47.996841)"
"Agetincvm ( = Sens)","POINT(3.287177 48.197758)"
"Avtessio Dvro ( = Auxerre)","POINT(3.574404 47.79829)"
"Sidoteco ( = Saulieu)","POINT(4.229357 47.279617)"
"Avg̅ Dunum ( = Autun)","POINT(4.299421 46.949783)"
"Belca ( = Dampierre-en-Burly)","POINT(2.517524 47.7617)"
"Simitv Colonia ( = Chemtou)","POINT(8.58333 36.48333)"
"Brivodvro ( = Briare)","POINT(2.738956 47.638523)"
"Massava ( = Mesves-sur-Loire)","POINT(2.99373 47.243881)"
"Ebirno ( = Nevers)","POINT(3.161603 46.987179)"
"Degetia ( = Decize)","POINT(3.461301 46.828564)"
"AQVIS BORMONIS ( = Bourbon-Lancy, Aquae Bormonis)","POINT(3.767922 46.622417)"
"Coriallo ( = Cherbourg)","POINT(-1.614241 49.638668)"
"Cosedia ( = Coutances, Constantia civitas)","POINT(-1.444356 49.049168)"
"Condate ( = Rennes, Condate Redonum)","POINT(-1.680265 48.111759)"
"Sipia ( = Visseiche)","POINT(-1.300508 47.955624)"
"Bvlla Regia ( = ?)","POINT(8.750548 36.555607)"
"Reginca ( = Erquy)","POINT(-2.46409 48.62883)"
"Fanomartis ( = Corseul)","POINT(-2.169527 48.481213)"
"Conbaristvm ( = Châtelais)","POINT(-0.926833 47.758499)"
"Ivliomago ( = Angers)","POINT(-0.549073 47.469471)"
"Robrica ( = Bourgueil)","POINT(0.168915 47.281631)"
"Tasciaca ( = Thésée)","POINT(1.30219 47.326565)"
"Gabris ( = Gièvres)","POINT(1.672989 47.275684)"
"Avaricvm ( = Bourges)","POINT(2.396579 47.082893)"
"Tincollo ( = Sancoins)","POINT(2.919918 46.830738)"
"Aqvis Nisincii ( = Saint-Honoré-les-Bains)","POINT(3.839562 46.904617)"
"Boxvm ( = Bibracte)","POINT(4.037221 46.921394)"
"Cabillione ( = Chalons-sur-Saóne)","POINT(4.843838 46.781937)"
"TELONNO ( = Toulon-sur-Arroux)","POINT(4.138813 46.694225)"
"Gesocribate ( = Brest)","POINT(-4.486901 48.390602)"
"VORGIVM ( = Carhaix-Plouger)","POINT(-3.571141 48.276501)"
"Svlim ( = Castennec)","POINT(-3.046434 47.98217)"
"Dartoritvm ( = Vannes)","POINT(-2.759521 47.654903)"
"Dvretie ( = Rieux)","POINT(-2.107913 47.598053)"
"Portvnamnetv ( = Nantes)","POINT(-1.556744 47.216843)"
"Lemvno ( = Poitiers)","POINT(0.342648 46.586987)"
"Argantomago ( = Saint-Marcel)","POINT(1.515523 46.599953)"
"Blavia ( = Blaye)","POINT(-0.661439 45.129066)"
"Lamnv̅ ( = Talmont-sur-Gironde)","POINT(-0.908342 45.534801)"
"Mediolano Sancorvm ( = Saintes)","POINT(-0.637109 45.747437)"
"Avedonnaco ( = Aulnay)","POINT(-0.3473 46.020603)"
"Condate ( = Merpins)","POINT(-0.356848 45.674801)"
"Sarrvm ( = ? Charmant)","POINT(0.184434 45.495968)"
"Vesonna ( = Périgueux)","POINT(0.721835 45.186798)"
"Brigiosvm ( = Brioux-sur-Boutonne)","POINT(-0.219931 46.141121)"
"Sermanicomago ( = Saint-Cybardeaux)","POINT(-0.031714 45.767174)"
"Cassinomago ( = Chassenon)","POINT(0.765491 45.851398)"
"Avsrito ( = Limoges, Augustoritum Limovicum)","POINT(1.262119 45.828163)"
"Raravna ( = Rom)","POINT(0.115685 46.292927)"
"Viratedo ( = Vayres)","POINT(-0.318717 44.896915)"
"Corterate ( = Coutras)","POINT(-0.130282 45.041046)"
"Pretorio ( = Saint-Goussaud)","POINT(1.576596 46.040798)"
"Alerta ( = Ardentes)","POINT(1.831354 46.741943)"
"Mediolano ( = Châteaumeillant)","POINT(2.202046 46.561916)"
"Aqvis Neri ( = Néris-les-Bains)","POINT(2.66122 46.287743)"
"Cantilia ( = Chantelle)","POINT(3.153309 46.239887)"
"Avg̅ Nemeto ( = Clermont-Ferrand)","POINT(3.082418 45.777168)"
"Acitodonvm ( = Ahun)","POINT(2.045175 46.086952)"
"Aqvis Calidis ( = Vichy)","POINT(3.422397 46.123066)"
"Vorogio ( = ? Varennes-sur-Allier)","POINT(3.402618 46.312012)"
"Ariolica ( = ? La Pacaudière )","POINT(3.867837 46.17527)"
"Roidomna ( = Rouannne)","POINT(4.071868 46.039181)"
"Mediolano ( = Amions)","POINT(4.033871 45.87746)"
"Foro Segvstavarv̅ ( = Feurs)","POINT(4.222161 45.744335)"
"Lvgdvno capvt Galliarvm ( = Lyon, Lvgdvno capvt Galliarvm vsqve hic legas)","POINT(4.834329 45.7673)"
"Vesvbio ( = Le Mas-d'Agenais)","POINT(0.218938 44.409447)"
"Aginnvm ( = Agen)","POINT(0.612095 44.201492)"
"Excisvm ( = Villeneuve-sur-Lot)","POINT(0.707825 44.406586)"
"Diolindvm ( = Duravel)","POINT(1.081413 44.516048)"
"Bibona ( = Cahors, Divona Cadureorum)","POINT(1.441466 44.445629)"
"Varadeto ( = Varaire)","POINT(1.722973 44.357059)"
"Carantomago ( = Compolibat)","POINT(2.194646 44.377811)"
"Segodvni ( = Rodez)","POINT(2.573599 44.351093)"
"Adsilanvm ( = Nasbinals)","POINT(3.046159 44.664738)"
"Anderitvm ( = Javols)","POINT(3.342675 44.693871)"
"Condate ( = Chapeauroux)","POINT(3.737751 44.837479)"
"Revessione ( = Saint-Paulien)","POINT(3.811924 45.135468)"
"Icidmago ( = Usson-en-Forez)","POINT(3.94197 45.389324)"
"Aqvis Segete ( = Moingt)","POINT(4.064747 45.608841)"
"Condatomago ( = Millau)","POINT(3.081268 44.099583)"
"Loteva ( = Lodève)","POINT(3.323305 43.731026)"
"Cesse Rone ( = Saint-Thibéry)","POINT(3.420558 43.395077)"
"Elvsa ( = Eauze)","POINT(0.103187 43.861122)"
"Besino ( = Vic-Fezensac)","POINT(0.302636 43.759144)"
"Eliberre ( = Auch)","POINT(0.58516 43.647663)"
"Casinomago ( = Gimont)","POINT(0.877004 43.627541)"
"Tolosa ( = Toulouse)","POINT(1.442951 43.604362)"
"Vidvbia ( = Nuits-Saint-Georges)","POINT(4.950886 47.138359)"
"Lactora ( = Lectoure)","POINT(0.619805 43.933998)"
"Cosa ( = Albias)","POINT(1.449339 44.091152)"
"Ebvromagi ( = Bram)","POINT(2.110688 43.24308)"
"Carcassione ( = Casrcassonne)","POINT(2.3561 43.212605)"
"Liviana ( = Douzens)","POINT(2.59833 43.185917)"
"Vsverva ( = Lézignan)","POINT(2.759971 43.201653)"
"Narbone ( = Narbonne)","POINT(3.004192 43.183567)"
"Aqvis Convenarvm ( = Bagnères-de-Bigorre, Aquae Convenarum)","POINT(0.150121 43.065136)"
"Lugdunum Convenarum ( = Saint-Bertrand-de-Comminges)","POINT(0.570853 43.026875)"
"Cenviana ( = Cinniana)","POINT(2.910473 42.066067)"
"Insvmmo Pyreneo ( = Le Perthus)","POINT(2.863164 42.465385)"
"Adcentenarivm ( = Le Boulou)","POINT(2.833971 42.524334)"
"Illiberre ( = Elne)","POINT(2.972645 42.599491)"
"Rvscione ( = Château Roussillon)","POINT(2.946568 42.711105)"
"Beteris ( = Béziers)","POINT(3.217816 43.341629)"
"Foro Domitii ( = Montbazin)","POINT(3.692315 43.515755)"
"Thvbvrbiminvs ( = Tebourba)","POINT(9.833333 36.833332)"
"Sextatione ( = Castelnau-le-Lez)","POINT(3.895658 43.633171)"
"Ambrvsiv̅ ( = ~ Lunel)","POINT(4.138053 43.675739)"
"Nemvso ( = Nîmes)","POINT(4.360864 43.834591)"
"VGERNO ( = Beaucaire)","POINT(4.635468 43.811352)"
"Arelato ( = Arles)","POINT(4.627804 43.676651)"
"Ernagina ( = ~ Tarascon)","POINT(4.692892 43.767422)"
"Avennione ( = Avignon)","POINT(4.805967 43.948612)"
"Senomago ( = Bollène)","POINT(4.751631 44.279205)"
"Acvnvm ( = Montélimar)","POINT(4.75093 44.558689)"
"Batiana ( = Saulce-sur-Rhone)","POINT(4.799457 44.703785)"
"Valentia ( = Valence)","POINT(4.889941 44.929901)"
"Clano ( = Saint-Rémy-de-Provence, Glanum)","POINT(4.830037 43.788589)"
"Adfines ( = Goult)","POINT(5.244074 43.863003)"
